startWochentag;startDatum;startKM;startOrt;endeWochentag;endeDatum;endeKM;endeOrt;ereignis;bemerkung
Mon;27.03.2017.08:15;72414;Wolfsburg-Primas;Mon;27.03.2017.09:00;72458;VW-Salzgitter;Fahrt;Stauumfahrung
Sun;26.03.2017.15:30;71919;TimeTec;Sun;26.03.2017.20:15;72414;Wolfsburg-Primas;Fahrt;Stauumfahrung
Fri;24.03.2017.16:30;71427;Wolfsburg-Primas;Fri;24.03.2017.20:45;71919;TimeTec;Fahrt;Stauumfahrung
Thu;23.03.2017.17:40;71425;Wolfsburg-Esso-Pirali;Thu;23.03.2017.17:50;71427;Wolfsburg-Primas;Fahrt;Stauumfahrung
Thu;23.03.2017.17:30;71420;Wolfsburg-Primas;Thu;23.03.2017.17:35;71425;Wolfsburg-Esso-Pirali;Fahrt;Stauumfahrung
Tue;21.03.2017.16:00;71391;Braunschweig-GOD;Tue;21.03.2017.18:45;71420;Wolfsburg-Primas;Fahrt;Stauumfahrung
Tue;21.03.2017.13:00;71362;Wolfsburg-Primas;Tue;21.03.2017.14:00;71391;Braunschweig-GOD;Fahrt;Stauumfahrung
Mon;20.03.2017.13:00;71269;VW_Hanover_Tor18;Mon;20.03.2017.14:20;71362;Wolfsburg-Primas;Fahrt;Stauumfahrung
Mon;20.03.2017.08:00;71176;Wolfsburg-Primas;Mon;20.03.2017.09:15;71269;VW_Hanover_Tor18;Fahrt;Stauumfahrung
Thu;01.01.1970.01:00;70675;TimeTec;Thu;01.01.1970.01:00;71176;Wolfsburg-Primas;Fahrt;Stauumfahrung
Thu;01.01.1970.01:00;70675;Startparameter;Thu;01.01.1970.01:00;70675;Startparameter;Fahrt;
